t1,time,Gap before measurement (min),date
2023-09-04 15:47:32.659,2023-09-04 15:47:00,0,2023-09-04
2023-09-04 18:53:14.146,2023-09-04 18:53:00,0,2023-09-04
2023-09-05 23:53:24.164,2023-09-05 23:53:00,0,2023-09-05
2023-09-07 12:11:00.555,2023-09-07 12:11:00,0,2023-09-07
2023-09-08 04:36:02.398,2023-09-08 04:36:00,0,2023-09-08
2023-09-08 11:11:26.510,2023-09-08 11:11:00,0,2023-09-08
2023-09-09 03:37:29.098,2023-09-09 03:37:00,0,2023-09-09
2023-09-09 04:44:22.846,2023-09-09 04:44:00,0,2023-09-09
2023-09-09 11:00:01.267,2023-09-09 11:00:00,0,2023-09-09
2023-09-09 11:08:13.061,2023-09-09 11:08:00,0,2023-09-09
2023-09-10 02:04:53.921,2023-09-10 02:04:00,0,2023-09-10
2023-09-10 03:08:49.354,2023-09-10 03:08:00,0,2023-09-10
2023-09-10 16:46:50.005,2023-09-10 16:46:00,0,2023-09-10
2023-09-11 06:51:04.710,2023-09-11 06:51:00,0,2023-09-11
2023-09-11 09:55:43.891,2023-09-11 09:55:00,0,2023-09-11
2023-09-11 20:30:28.336,2023-09-11 20:30:00,0,2023-09-11
2023-09-11 22:13:04.837,2023-09-11 22:12:00,1,2023-09-11
2023-09-12 03:23:03.182,2023-09-12 03:23:00,0,2023-09-12
2023-09-12 13:03:52.193,2023-09-12 13:03:00,0,2023-09-12
2023-09-13 00:01:19.174,2023-09-13 00:00:00,1,2023-09-13
2023-09-13 05:17:15.584,2023-09-13 05:17:00,0,2023-09-13
2023-09-13 17:16:23.363,2023-09-13 17:16:00,0,2023-09-13
2023-09-14 11:39:48.168,2023-09-14 11:38:00,1,2023-09-14
2023-09-14 19:59:02.653,2023-09-14 19:59:00,0,2023-09-14
2023-09-14 21:22:25.560,2023-09-14 21:22:00,0,2023-09-14
2023-09-15 00:48:38.555,2023-09-15 00:43:00,5,2023-09-15
2023-09-15 08:57:08.201,2023-09-15 08:57:00,0,2023-09-15
2023-09-15 17:30:54.957,2023-09-15 17:30:00,0,2023-09-15
2023-09-15 23:40:36.680,2023-09-15 23:40:00,0,2023-09-15
2023-09-16 05:02:40.107,2023-09-16 05:01:00,1,2023-09-16
2023-09-16 11:12:34.100,2023-09-16 11:09:00,3,2023-09-16
2023-09-17 14:31:44.487,2023-09-17 14:30:00,1,2023-09-17
2023-09-18 05:43:37.143,2023-09-18 05:43:00,0,2023-09-18
2023-09-18 11:25:49.383,2023-09-18 11:25:00,0,2023-09-18
2023-09-20 15:43:29.800,2023-09-20 15:43:00,0,2023-09-20
2023-09-21 07:29:34.696,2023-09-21 07:29:00,0,2023-09-21
2023-09-22 01:32:24.904,2023-09-22 01:32:00,0,2023-09-22
2023-09-23 10:19:04.795,2023-09-23 10:19:00,0,2023-09-23
2023-09-25 05:31:02.754,2023-09-25 05:31:00,0,2023-09-25
2023-09-25 19:05:40.389,2023-09-25 19:05:00,0,2023-09-25
2023-09-26 20:40:11.667,2023-09-26 20:40:00,0,2023-09-26
2023-09-27 06:07:14.333,2023-09-27 06:07:00,0,2023-09-27
2023-09-29 22:16:24.728,2023-09-29 22:16:00,0,2023-09-29
2023-10-01 11:56:33.249,2023-10-01 11:56:00,0,2023-10-01
2023-10-01 19:23:58.925,2023-10-01 19:23:00,0,2023-10-01
2023-10-02 08:50:24.110,2023-10-02 08:49:00,1,2023-10-02
2023-10-02 10:16:35.205,2023-10-02 10:14:00,2,2023-10-02
2023-10-03 17:41:05.159,2023-10-03 17:40:00,1,2023-10-03
2023-10-03 19:18:05.191,2023-10-03 19:18:00,0,2023-10-03
2023-10-04 06:42:24.719,2023-10-04 06:42:00,0,2023-10-04
2023-10-04 10:58:11.664,2023-10-04 10:58:00,0,2023-10-04
2023-10-04 14:12:59.968,2023-10-04 14:12:00,0,2023-10-04
2023-10-04 16:59:49.524,2023-10-04 16:59:00,0,2023-10-04
2023-10-06 07:25:33.858,2023-10-06 07:25:00,0,2023-10-06
2023-10-07 14:25:37.774,2023-10-07 14:25:00,0,2023-10-07
2023-10-07 20:10:15.580,2023-10-07 20:10:00,0,2023-10-07
2023-10-08 03:39:48.219,2023-10-08 03:39:00,0,2023-10-08
2023-10-09 02:17:26.025,2023-10-09 02:17:00,0,2023-10-09
2023-10-09 12:36:49.524,2023-10-09 12:36:00,0,2023-10-09
2023-10-10 13:22:27.330,2023-10-10 13:22:00,0,2023-10-10
2023-10-11 02:58:26.625,2023-10-11 02:58:00,0,2023-10-11
2023-10-11 07:24:12.500,2023-10-11 07:24:00,0,2023-10-11
2023-10-11 13:25:02.254,2023-10-11 13:25:00,0,2023-10-11
2023-10-12 07:27:53.441,2023-10-11 23:25:00,482,2023-10-12
2023-10-14 11:40:29.941,2023-10-14 11:40:00,0,2023-10-14
2023-10-15 09:23:19.500,2023-10-15 09:23:00,0,2023-10-15
2023-10-15 19:38:08.000,2023-10-15 19:38:00,0,2023-10-15
2023-10-20 14:15:20.300,2023-10-20 14:15:00,0,2023-10-20
2023-10-21 01:34:43.500,2023-10-21 01:34:00,0,2023-10-21
2023-10-22 06:46:31.375,2023-10-22 06:46:00,0,2023-10-22
2023-10-23 06:16:10.125,2023-10-23 06:16:00,0,2023-10-23
2023-10-24 12:02:49.172,2023-10-24 12:02:00,0,2023-10-24
2023-10-24 18:22:47.426,2023-10-24 18:22:00,0,2023-10-24
2023-10-24 21:21:55.617,2023-10-24 21:21:00,0,2023-10-24
2023-10-25 04:52:34.932,2023-10-25 04:52:00,0,2023-10-25
2023-10-26 12:20:01.152,2023-10-26 12:20:00,0,2023-10-26
2023-10-26 21:51:46.669,2023-10-26 21:51:00,0,2023-10-26
2023-10-27 01:25:14.058,2023-10-27 01:25:00,0,2023-10-27
2023-10-28 04:33:21.140,2023-10-28 04:33:00,0,2023-10-28
2023-10-29 08:13:32.255,2023-10-29 08:13:00,0,2023-10-29
2023-10-30 19:59:22.894,2023-10-30 19:59:00,0,2023-10-30
2023-10-31 13:43:48.225,2023-10-31 13:43:00,0,2023-10-31
2023-11-02 19:46:12.600,2023-11-02 19:44:00,2,2023-11-02
2023-11-02 22:39:50.322,2023-11-02 22:39:00,0,2023-11-02
2023-11-05 21:17:00.000,2023-11-05 21:17:00,0,2023-11-05
2023-11-06 06:54:26.306,2023-11-06 06:54:00,0,2023-11-06
2023-11-19 22:32:53.600,2023-11-19 22:32:00,0,2023-11-19
2023-12-02 21:06:44.317,2023-12-02 21:05:00,1,2023-12-02
2023-12-03 02:56:43.498,2023-12-03 02:56:00,0,2023-12-03
2023-12-03 10:25:13.387,2023-12-03 10:25:00,0,2023-12-03
2023-12-04 05:02:05.695,2023-12-04 05:01:00,1,2023-12-04
2023-12-06 13:08:42.849,2023-12-06 13:07:00,1,2023-12-06
2023-12-09 23:35:15.796,2023-12-09 23:35:00,0,2023-12-09
2023-12-10 07:32:21.464,2023-12-10 07:31:00,1,2023-12-10
2023-12-12 17:09:48.854,2023-12-12 17:09:00,0,2023-12-12
2023-12-15 03:52:40.109,2023-12-15 03:52:00,0,2023-12-15
2023-12-15 18:47:41.695,2023-12-15 18:47:00,0,2023-12-15
2023-12-16 06:37:28.694,2023-12-16 06:37:00,0,2023-12-16
2023-12-19 08:32:53.445,2023-12-19 08:32:00,0,2023-12-19
2023-12-20 15:36:13.495,2023-12-20 15:36:00,0,2023-12-20
2023-12-21 18:28:06.445,2023-12-21 18:28:00,0,2023-12-21
2023-12-21 20:50:12.518,2023-12-21 20:50:00,0,2023-12-21
2023-12-22 07:53:50.757,2023-12-22 07:53:00,0,2023-12-22
2023-12-22 19:36:20.990,2023-12-22 19:34:00,2,2023-12-22
2023-12-24 09:42:02.638,2023-12-24 09:42:00,0,2023-12-24
2023-12-24 20:41:14.333,2023-12-24 20:41:00,0,2023-12-24
2023-12-25 05:06:10.582,2023-12-25 05:06:00,0,2023-12-25
2023-12-25 12:51:20.602,2023-12-25 12:51:00,0,2023-12-25
2023-12-25 19:22:59.972,2023-12-25 19:20:00,2,2023-12-25
2023-12-25 21:36:14.442,2023-12-25 21:36:00,0,2023-12-25
2023-12-27 23:52:09.220,2023-12-27 23:51:00,1,2023-12-27
2023-12-28 08:12:15.639,2023-12-28 08:12:00,0,2023-12-28
2023-12-28 14:35:19.858,2023-12-28 14:31:00,4,2023-12-28
2023-12-29 18:24:46.984,2023-12-29 18:22:00,2,2023-12-29
2023-12-29 18:57:20.089,2023-12-29 18:57:00,0,2023-12-29
2023-12-30 00:11:57.840,2023-12-30 00:10:00,1,2023-12-30
2023-12-31 01:11:31.023,2023-12-31 01:07:00,4,2023-12-31
2023-12-31 02:59:26.997,2023-12-31 02:58:00,1,2023-12-31
2024-01-02 03:50:20.159,2024-01-02 03:50:00,0,2024-01-02
2024-01-02 17:21:35.768,2024-01-02 17:21:00,0,2024-01-02
2024-01-05 12:23:38.668,2024-01-05 12:23:00,0,2024-01-05
2024-01-05 16:55:04.517,2024-01-05 16:54:00,1,2024-01-05
2024-01-06 01:32:10.848,2024-01-06 01:32:00,0,2024-01-06
2024-01-11 23:11:19.184,2024-01-11 23:11:00,0,2024-01-11
2024-01-12 05:35:55.703,2024-01-12 05:35:00,0,2024-01-12
2024-01-12 14:05:31.298,2024-01-12 14:05:00,0,2024-01-12
2024-01-12 21:36:15.398,2024-01-12 21:36:00,0,2024-01-12
2024-01-13 00:32:52.748,2024-01-13 00:32:00,0,2024-01-13
2024-01-13 09:07:46.198,2024-01-13 09:07:00,0,2024-01-13
2024-01-13 14:40:33.898,2024-01-13 14:40:00,0,2024-01-13
2024-01-13 18:50:24.398,2024-01-13 18:50:00,0,2024-01-13
2024-01-14 13:01:12.998,2024-01-14 13:01:00,0,2024-01-14
2024-01-14 18:45:21.898,2024-01-14 18:44:00,1,2024-01-14
2024-01-16 13:52:55.598,2024-01-16 13:52:00,0,2024-01-16
2024-01-17 08:11:01.719,2024-01-17 08:11:00,0,2024-01-17
2024-01-23 23:08:24.198,2024-01-23 23:04:00,4,2024-01-23
2024-01-27 00:16:57.801,2024-01-27 00:16:00,0,2024-01-27
2024-02-04 20:48:23.334,2024-02-04 20:48:00,0,2024-02-04
2024-02-06 13:22:26.489,2024-02-06 13:22:00,0,2024-02-06
2024-02-07 05:18:17.398,2024-02-07 05:14:00,4,2024-02-07
2024-02-07 19:16:09.118,2024-02-07 19:16:00,0,2024-02-07
2024-02-09 17:28:16.416,2024-02-09 17:28:00,0,2024-02-09
2024-02-19 06:19:34.579,2024-02-19 06:18:00,1,2024-02-19
2024-02-23 07:10:01.958,2024-02-23 07:10:00,0,2024-02-23
2024-02-25 13:59:14.183,2024-02-25 13:59:00,0,2024-02-25
2024-02-26 06:21:34.360,2024-02-26 06:21:00,0,2024-02-26
2024-02-29 19:16:40.176,2024-02-29 19:16:00,0,2024-02-29
2024-03-01 09:27:01.651,2024-03-01 09:25:00,2,2024-03-01
2024-03-02 00:00:18.093,2024-03-02 00:00:00,0,2024-03-02
2024-03-05 08:05:20.800,2024-03-05 07:56:00,9,2024-03-05
2024-03-06 07:53:29.832,2024-03-06 07:51:00,2,2024-03-06
2024-03-06 12:42:23.741,2024-03-06 12:42:00,0,2024-03-06
2024-03-07 07:44:00.061,2024-03-07 07:44:00,0,2024-03-07
2024-03-07 14:00:07.123,2024-03-07 13:57:00,3,2024-03-07
2024-03-08 11:29:37.892,2024-03-08 11:27:00,2,2024-03-08
2024-03-08 23:55:12.785,2024-03-08 23:55:00,0,2024-03-08
2024-03-09 01:08:17.448,2024-03-09 01:07:00,1,2024-03-09
2024-03-15 11:56:03.498,2024-03-15 11:56:00,0,2024-03-15
2024-03-16 08:56:06.348,2024-03-16 08:49:00,7,2024-03-16
2024-03-18 17:07:19.748,2024-03-18 17:07:00,0,2024-03-18
2024-03-20 00:09:41.316,2024-03-20 00:09:00,0,2024-03-20
2024-03-22 19:29:44.358,2024-03-22 19:29:00,0,2024-03-22
2024-03-25 09:30:58.899,2024-03-25 08:24:00,66,2024-03-25
2024-03-26 10:56:43.299,2024-03-26 10:54:00,2,2024-03-26
2024-03-27 03:10:06.309,2024-03-27 03:06:00,4,2024-03-27
2024-03-27 08:35:55.388,2024-03-27 08:35:00,0,2024-03-27
2024-03-28 09:52:28.290,2024-03-28 09:52:00,0,2024-03-28
2024-04-01 01:11:07.408,2024-04-01 01:11:00,0,2024-04-01
2024-04-03 11:18:49.939,2024-04-03 11:18:00,0,2024-04-03
2024-04-03 19:20:28.537,2024-04-03 19:20:00,0,2024-04-03
2024-04-04 18:10:48.097,2024-04-04 18:07:00,3,2024-04-04
2024-04-08 23:52:46.621,2024-04-08 23:51:00,1,2024-04-08
2024-04-28 11:37:41.279,2024-04-28 11:37:00,0,2024-04-28
2024-04-29 11:38:43.328,2024-04-29 11:38:00,0,2024-04-29
2024-04-29 11:43:45.004,2024-04-29 11:43:00,0,2024-04-29
2024-04-30 14:36:27.081,2024-04-30 14:34:00,2,2024-04-30
2024-05-09 06:01:44.955,2024-05-09 06:01:00,0,2024-05-09
2024-05-14 07:39:27.660,2024-05-14 07:38:00,1,2024-05-14
2024-05-19 09:46:20.235,2024-05-19 09:46:00,0,2024-05-19
2024-05-21 15:29:22.151,2024-05-21 15:28:00,1,2024-05-21
2024-06-16 05:45:56.505,2024-06-16 05:44:00,1,2024-06-16
2024-06-17 11:12:42.077,2024-06-17 11:11:00,1,2024-06-17
2024-06-18 16:59:54.505,2024-06-18 16:59:00,0,2024-06-18
2024-06-19 02:13:34.948,2024-06-19 02:12:00,1,2024-06-19
2024-06-19 14:55:27.548,2024-06-19 14:55:00,0,2024-06-19
2024-06-22 07:19:26.305,2024-06-22 07:19:00,0,2024-06-22
2024-06-22 07:26:17.348,2024-06-22 07:26:00,0,2024-06-22
2024-06-22 07:32:45.775,2024-06-22 07:30:00,2,2024-06-22
2024-06-22 12:05:22.814,2024-06-22 12:05:00,0,2024-06-22
2024-06-24 01:32:18.982,2024-06-24 01:31:00,1,2024-06-24
2024-06-24 08:40:50.232,2024-06-24 08:40:00,0,2024-06-24
2024-06-25 17:00:53.805,2024-06-25 17:00:00,0,2024-06-25
2024-07-01 00:37:32.450,2024-07-01 00:37:00,0,2024-07-01
2024-07-06 09:26:20.466,2024-07-06 09:24:00,2,2024-07-06
2024-07-09 17:41:02.544,2024-07-09 17:41:00,0,2024-07-09
2024-07-10 00:23:46.220,2024-07-10 00:23:00,0,2024-07-10
2024-07-25 21:59:56.579,2024-07-25 21:59:00,0,2024-07-25
2024-08-09 18:42:16.286,2024-08-09 18:42:00,0,2024-08-09
2024-08-12 08:10:29.810,2024-08-12 08:10:00,0,2024-08-12
2024-08-12 22:23:23.008,2024-08-12 22:22:00,1,2024-08-12
2024-08-14 20:38:32.226,2024-08-14 20:37:00,1,2024-08-14
2024-08-15 03:34:29.880,2024-08-15 03:34:00,0,2024-08-15
2024-08-16 00:44:29.048,2024-08-16 00:44:00,0,2024-08-16
2024-09-05 02:51:57.293,2024-09-05 02:51:00,0,2024-09-05
2024-09-07 00:03:55.157,2024-09-07 00:03:00,0,2024-09-07
2024-09-07 12:13:47.236,2024-09-07 12:13:00,0,2024-09-07
2024-09-08 06:32:14.673,2024-09-08 06:32:00,0,2024-09-08
2024-09-16 07:23:31.088,2024-09-16 07:23:00,0,2024-09-16
2024-09-21 03:38:19.486,2024-09-21 03:36:00,2,2024-09-21
2024-09-30 04:06:11.575,2024-09-30 04:06:00,0,2024-09-30
2024-10-10 12:33:10.724,2024-10-10 12:33:00,0,2024-10-10
2024-10-22 07:14:17.340,2024-10-22 07:14:00,0,2024-10-22
2024-10-30 14:46:40.243,2024-10-30 14:43:00,3,2024-10-30
2024-11-20 21:40:05.448,2024-11-20 21:40:00,0,2024-11-20
2024-12-26 07:31:43.958,2024-12-26 07:30:00,1,2024-12-26
2024-12-28 19:14:53.235,2024-12-28 19:14:00,0,2024-12-28
2024-12-31 03:05:51.038,2024-12-31 03:05:00,0,2024-12-31
